DISTNAME,CRIME_COUNT,TOTAL_SCHOOLS,id,@id,access,addr:city,addr:country,addr:floor,addr:full,addr:hamlet,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:suburb,air_conditioning,alt_name,alt_name:kn,amenity,area,bar,bench,bin,branch,brand,brand:wikidata,brand:wikipedia,building,bus,capacity,changing_table,changing_table:fee,check_date,check_date:bench,check_date:opening_hours,check_date:shelter,contact:facebook,contact:instagram,covered,cuisine,delivery,departures_board,description,designation,diet:chicken,diet:fish,diet:healthy,diet:meat,diet:non-vegetarian,diet:ovo_vegetarian,diet:vegan,diet:vegetarian,dinner,drink:beer,email,floor,full_name,happycow:id,highchair,highway,indoor_seating,internet_access,internet_access:fee,kerb,leisure,level,lit,loc_name,local_ref,lunch,microbrewery,name,name:en,name:hi,name:kn,name:ml,name:pa,network,network:wikidata,network:wikipedia,not:network:wikidata,note,official_name,old_name,opening_hours,operator,organic,outdoor_seating,passenger_information_display,payment:cards,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,phone,phone_1,platforms,public_transport,reservation,self_service,service,shelter,shop,smoking,source,sport,start_date,swimming_pool,tactile_paving,takeaway,toilets,toilets:wheelchair,website,website:menu,wheelchair,geometry,Population,Male,Female,SC Population,ST Population
Bangalore,43.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,0.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,25.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,1.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,205.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,40824.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,29983.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,8991.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,1006.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,14690.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,27401.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,77357.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,3819.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,15461.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,0.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,3800.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,16.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,3112.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,1.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,28.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,233.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,98.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,32.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,76.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,6920.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,50.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,27.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,5.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,0.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,499.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,0.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,15.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,215.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,14123.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,1009.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
